curr
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
41,41,41,41,41,41,41,41
10,10,10,10,10,10,10,10
9,9,9,9,9,9,9,9
8,8,8,8,8,8,8,8
7,7,7,7,7,7,7,7
6,6,6,6,6,6,6,6
5,5,5,5,5,5,5,5
4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3
2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1
41,41,41,41,41,41,41,41
20,10,10,10,20,20,20,20
19,9,9,9,19,19,19,19
18,8,8,8,18,18,18,18
17,7,7,7,17,17,17,17
16,6,6,6,16,16,16,16
15,5,5,5,15,15,15,15
14,4,4,4,14,14,14,14
13,3,3,3,13,13,13,13
12,2,2,2,12,12,12,12
11,1,1,1,11,11,11,11
41,41,41,41,41,41,41,41
30,20,20,20,20,20,20,30
29,19,19,19,19,19,19,29
28,18,18,18,18,18,18,28
27,17,17,17,17,17,17,27
26,16,16,16,16,16,16,26
25,15,15,15,15,15,15,25
24,14,14,14,14,14,14,24
23,13,13,13,13,13,13,23
22,12,12,12,12,12,12,22
21,11,11,11,11,11,11,21
41,41,41,41,41,41,41,41
40,30,30,30,30,30,30,30
39,29,29,29,29,29,29,29
38,28,28,28,28,28,28,28
37,27,27,27,27,27,27,27
36,26,26,26,26,26,26,26
35,25,25,25,25,25,25,25
34,24,24,24,24,24,24,24
33,23,23,23,23,23,23,23
32,22,22,22,22,22,22,22
31,21,21,21,21,21,21,21
0,41,41,41,41,41,41,41
0,30,30,40,40,40,40,40
0,29,29,39,39,39,39,39
0,28,28,38,38,38,38,38
0,27,27,37,37,37,37,37
0,26,26,36,36,36,36,36
0,25,25,35,35,35,35,35
0,24,24,34,34,34,34,34
0,23,23,33,33,33,33,33
0,22,22,32,32,32,32,32
0,21,21,31,31,31,31,31
0,41,41,41,41,41,0,0
0,40,40,40,40,40,0,0
0,39,39,39,39,39,0,0
0,38,38,38,38,38,0,0
0,37,37,37,37,37,0,0
0,36,36,36,36,36,0,0
0,35,35,35,35,35,0,0
0,34,34,34,34,34,0,0
0,33,33,33,33,33,0,0
0,32,32,32,32,32,0,0
0,31,31,31,31,31,0,0
par
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
10,10,10,10,10,10,10,10
9,9,9,9,9,9,9,9
8,8,8,8,8,8,8,8
7,7,7,7,7,7,7,7
6,6,6,6,6,6,6,6
5,5,5,5,5,5,5,5
4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3
2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0
20,10,10,10,20,20,20,20
19,9,9,9,19,19,19,19
18,8,8,8,18,18,18,18
17,7,7,7,17,17,17,17
16,6,6,6,16,16,16,16
15,5,5,5,15,15,15,15
14,4,4,4,14,14,14,14
13,3,3,3,13,13,13,13
12,2,2,2,12,12,12,12
11,1,1,1,11,11,11,11
0,0,0,0,0,0,0,0
30,20,20,20,20,20,20,30
29,19,19,19,19,19,19,29
28,18,18,18,18,18,18,28
27,17,17,17,17,17,17,27
26,16,16,16,16,16,16,26
25,15,15,15,15,15,15,25
24,14,14,14,14,14,14,24
23,13,13,13,13,13,13,23
22,12,12,12,12,12,12,22
21,11,11,11,11,11,11,21
0,0,0,0,0,0,0,0
40,30,30,30,30,30,30,30
39,29,29,29,29,29,29,29
38,28,28,28,28,28,28,28
37,27,27,27,27,27,27,27
36,26,26,26,26,26,26,26
35,25,25,25,25,25,25,25
34,24,24,24,24,24,24,24
33,23,23,23,23,23,23,23
32,22,22,22,22,22,22,22
31,21,21,21,21,21,21,21
0,0,0,0,0,0,0,0
0,30,30,40,40,40,40,40
0,29,29,39,39,39,39,39
0,28,28,38,38,38,38,38
0,27,27,37,37,37,37,37
0,26,26,36,36,36,36,36
0,25,25,35,35,35,35,35
0,24,24,34,34,34,34,34
0,23,23,33,33,33,33,33
0,22,22,32,32,32,32,32
0,21,21,31,31,31,31,31
0,0,0,0,0,0,0,0
0,40,40,40,40,40,0,0
0,39,39,39,39,39,0,0
0,38,38,38,38,38,0,0
0,37,37,37,37,37,0,0
0,36,36,36,36,36,0,0
0,35,35,35,35,35,0,0
0,34,34,34,34,34,0,0
0,33,33,33,33,33,0,0
0,32,32,32,32,32,0,0
0,31,31,31,31,31,0,0
0,0,0,0,0,0,0,0
derv
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
-1,1,2,3,4,5,6,7
-1,1,2,3,4,5,6,7
-1,1,2,3,4,5,6,7
-1,1,2,3,4,5,6,7
-1,1,2,3,4,5,6,7
-1,1,2,3,4,5,6,7
-1,1,2,3,4,5,6,7
-1,1,2,3,4,5,6,7
-1,1,2,3,4,5,6,7
-1,1,2,3,4,5,6,7
-1,1,2,3,4,5,6,7
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,36,37,38,39,40,34,35
-1,36,37,38,39,40,34,35
-1,36,37,38,39,40,34,35
-1,36,37,38,39,40,34,35
-1,36,37,38,39,40,34,35
-1,36,37,38,39,40,34,35
-1,36,37,38,39,40,34,35
-1,36,37,38,39,40,34,35
-1,36,37,38,39,40,34,35
-1,36,37,38,39,40,34,35
-1,36,37,38,39,40,34,35
