curr
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
44,44,44,44,44,44,44,44
16,16,16,16,16,16,16,16
15,15,15,15,15,15,15,15
14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13
12,12,12,12,12,12,12,12
11,11,11,11,11,11,11,11
10,10,10,10,10,10,10,10
9,9,9,9,9,9,9,9
8,8,8,8,8,8,8,8
44,44,44,44,44,44,44,44
25,16,16,25,25,25,25,25
24,15,15,24,24,24,24,24
23,14,14,23,23,23,23,23
22,13,13,22,22,22,22,22
21,12,12,21,21,21,21,21
20,11,11,20,20,20,20,20
19,10,10,19,19,19,19,19
18,9,9,18,18,18,18,18
17,8,8,17,17,17,17,17
44,44,44,44,44,44,44,44
34,25,25,25,25,34,34,34
33,24,24,24,24,33,33,33
32,23,23,23,23,32,32,32
31,22,22,22,22,31,31,31
30,21,21,21,21,30,30,30
29,20,20,20,20,29,29,29
28,19,19,19,19,28,28,28
27,18,18,18,18,27,27,27
26,17,17,17,17,26,26,26
44,44,44,44,44,44,44,44
43,34,34,34,34,34,34,43
42,33,33,33,33,33,33,42
41,32,32,32,32,32,32,41
40,31,31,31,31,31,31,40
39,30,30,30,30,30,30,39
38,29,29,29,29,29,29,38
37,28,28,28,28,28,28,37
36,27,27,27,27,27,27,36
35,26,26,26,26,26,26,35
44,44,44,44,44,44,44,44
7,43,43,43,43,43,43,43
6,42,42,42,42,42,42,42
5,41,41,41,41,41,41,41
4,40,40,40,40,40,40,40
3,39,39,39,39,39,39,39
2,38,38,38,38,38,38,38
1,37,37,37,37,37,37,37
0,36,36,36,36,36,36,36
0,35,35,35,35,35,35,35
0,44,44,44,44,44,44,44
0,43,7,7,7,7,7,7
0,42,6,6,6,6,6,6
0,41,5,5,5,5,5,5
0,40,4,4,4,4,4,4
0,39,3,3,3,3,3,3
0,38,2,2,2,2,2,2
0,37,1,1,1,1,1,1
0,36,44,0,0,0,0,0
0,35,7,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
par
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
16,16,16,16,16,16,16,16
15,15,15,15,15,15,15,15
14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13
12,12,12,12,12,12,12,12
11,11,11,11,11,11,11,11
10,10,10,10,10,10,10,10
9,9,9,9,9,9,9,9
8,8,8,8,8,8,8,8
0,0,0,0,0,0,0,0
25,16,16,25,25,25,25,25
24,15,15,24,24,24,24,24
23,14,14,23,23,23,23,23
22,13,13,22,22,22,22,22
21,12,12,21,21,21,21,21
20,11,11,20,20,20,20,20
19,10,10,19,19,19,19,19
18,9,9,18,18,18,18,18
17,8,8,17,17,17,17,17
0,0,0,0,0,0,0,0
34,25,25,25,25,34,34,34
33,24,24,24,24,33,33,33
32,23,23,23,23,32,32,32
31,22,22,22,22,31,31,31
30,21,21,21,21,30,30,30
29,20,20,20,20,29,29,29
28,19,19,19,19,28,28,28
27,18,18,18,18,27,27,27
26,17,17,17,17,26,26,26
0,0,0,0,0,0,0,0
43,34,34,34,34,34,34,43
42,33,33,33,33,33,33,42
41,32,32,32,32,32,32,41
40,31,31,31,31,31,31,40
39,30,30,30,30,30,30,39
38,29,29,29,29,29,29,38
37,28,28,28,28,28,28,37
36,27,27,27,27,27,27,36
35,26,26,26,26,26,26,35
0,0,0,0,0,0,0,0
7,43,43,43,43,43,43,43
6,42,42,42,42,42,42,42
5,41,41,41,41,41,41,41
4,40,40,40,40,40,40,40
3,39,39,39,39,39,39,39
2,38,38,38,38,38,38,38
1,37,37,37,37,37,37,37
0,36,36,36,36,36,36,36
0,35,35,35,35,35,35,35
0,0,0,0,0,0,0,0
0,43,7,7,7,7,7,7
0,42,6,6,6,6,6,6
0,41,5,5,5,5,5,5
0,40,4,4,4,4,4,4
0,39,3,3,3,3,3,3
0,38,2,2,2,2,2,2
0,37,1,1,1,1,1,1
0,36,0,0,0,0,0,0
0,35,7,0,0,0,0,0
0,0,6,0,0,0,0,0
0,0,5,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
derv
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,36,37,38,39,40,41,42
-1,43,1,2,3,4,5,6
-1,43,1,2,3,4,5,6
-1,43,1,2,3,4,5,6
-1,43,1,2,3,4,5,6
-1,43,1,2,3,4,5,6
-1,43,1,2,3,4,5,6
-1,43,1,2,3,4,5,6
-1,43,1,2,3,4,5,6
-1,43,7,2,3,4,5,6
-1,43,7,2,3,4,5,6
-1,43,7,2,3,4,5,6
-1,43,7,2,3,4,5,6
-1,43,7,2,3,4,5,6
-1,43,7,2,3,4,5,6
-1,43,7,2,3,4,5,6
-1,43,7,2,3,4,5,6
