curr
ID,PE1
4,4
1,1
4,4
2,2
4,4
3,3
par
ID,PE1
1,1
0,0
2,2
0,0
3,3
0,0
derv
ID,PE1
-1,1
-1,1
-1,2
-1,2
-1,3
-1,3
