curr
ID,PE1
1,0
2,1
3,2
4,3
5,4
6,5
7,6
8,7
9,8
10,9
11,10
12,11
0,12
0,2
0,3
0,5
0,6
0,8
0,9
0,11
0,12
0,3
0,6
0,9
0,12
par
ID,PE1
0,0
1,0
2,1
0,2
4,0
5,4
0,5
7,0
8,7
0,8
10,0
11,10
0,11
0,1
0,2
0,4
0,5
0,7
0,8
0,10
0,11
0,2
0,5
0,8
0,11
derv
ID,PE1
-1,1
-1,1
-1,1
-1,1
-1,4
-1,4
-1,4
-1,7
-1,7
-1,7
-1,10
-1,10
-1,10
-1,2
-1,2
-1,5
-1,5
-1,8
-1,8
-1,11
-1,11
-1,3
-1,6
-1,9
-1,12
