curr
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
20,20,20,20,20,20,20,20
10,10,10,10,10,10,10,10
9,9,9,9,9,9,9,9
8,8,8,8,8,8,8,8
7,7,7,7,7,7,7,7
6,6,6,6,6,6,6,6
5,5,5,5,5,5,5,5
4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3
2,2,2,2,2,2,2,2
20,20,20,20,20,20,20,20
19,10,10,19,19,19,19,19
18,9,9,18,18,18,18,18
17,8,8,17,17,17,17,17
16,7,7,16,16,16,16,16
15,6,6,15,15,15,15,15
14,5,5,14,14,14,14,14
13,4,4,13,13,13,13,13
12,3,3,12,12,12,12,12
11,2,2,11,11,11,11,11
20,20,20,20,20,20,0,0
1,19,19,19,19,1,0,0
0,18,18,18,18,0,0,0
0,17,17,17,17,0,0,0
0,16,16,16,16,0,0,0
0,15,15,15,15,0,0,0
0,14,14,14,14,0,0,0
0,13,13,13,13,0,0,0
0,12,12,12,12,0,0,0
0,11,11,11,11,0,0,0
par
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
10,10,10,10,10,10,10,10
9,9,9,9,9,9,9,9
8,8,8,8,8,8,8,8
7,7,7,7,7,7,7,7
6,6,6,6,6,6,6,6
5,5,5,5,5,5,5,5
4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,3
2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0
19,10,10,19,19,19,19,19
18,9,9,18,18,18,18,18
17,8,8,17,17,17,17,17
16,7,7,16,16,16,16,16
15,6,6,15,15,15,15,15
14,5,5,14,14,14,14,14
13,4,4,13,13,13,13,13
12,3,3,12,12,12,12,12
11,2,2,11,11,11,11,11
0,0,0,0,0,0,0,0
1,19,19,19,19,1,0,0
0,18,18,18,18,0,0,0
0,17,17,17,17,0,0,0
0,16,16,16,16,0,0,0
0,15,15,15,15,0,0,0
0,14,14,14,14,0,0,0
0,13,13,13,13,0,0,0
0,12,12,12,12,0,0,0
0,11,11,11,11,0,0,0
0,0,0,0,0,0,0,0
derv
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
-1,2,3,4,5,6,7,8
-1,2,3,4,5,6,7,8
-1,2,3,4,5,6,7,8
-1,2,3,4,5,6,7,8
-1,2,3,4,5,6,7,8
-1,2,3,4,5,6,7,8
-1,2,3,4,5,6,7,8
-1,2,3,4,5,6,7,8
-1,2,3,4,5,6,7,8
-1,2,3,4,5,6,7,8
-1,9,10,11,12,13,14,15
-1,9,10,11,12,13,14,15
-1,9,10,11,12,13,14,15
-1,9,10,11,12,13,14,15
-1,9,10,11,12,13,14,15
-1,9,10,11,12,13,14,15
-1,9,10,11,12,13,14,15
-1,9,10,11,12,13,14,15
-1,9,10,11,12,13,14,15
-1,9,10,11,12,13,14,15
-1,16,17,18,19,1,14,15
-1,16,17,18,19,1,14,15
-1,16,17,18,19,1,14,15
-1,16,17,18,19,1,14,15
-1,16,17,18,19,1,14,15
-1,16,17,18,19,1,14,15
-1,16,17,18,19,1,14,15
-1,16,17,18,19,1,14,15
-1,16,17,18,19,1,14,15
-1,16,17,18,19,1,14,15
