curr
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
48,48,48,48,48,48,48,48
17,17,17,17,17,17,17,17
16,16,16,16,16,16,16,16
15,15,15,15,15,15,15,15
14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13
12,12,12,12,12,12,12,12
11,11,11,11,11,11,11,11
10,10,10,10,10,10,10,10
9,9,9,9,9,9,9,9
8,8,8,8,8,8,8,8
48,48,48,48,48,48,48,48
27,17,17,17,27,27,27,27
26,16,16,16,26,26,26,26
25,15,15,15,25,25,25,25
24,14,14,14,24,24,24,24
23,13,13,13,23,23,23,23
22,12,12,12,22,22,22,22
21,11,11,11,21,21,21,21
20,10,10,10,20,20,20,20
19,9,9,9,19,19,19,19
18,8,8,8,18,18,18,18
48,48,48,48,48,48,48,48
37,27,27,27,27,27,27,37
36,26,26,26,26,26,26,36
35,25,25,25,25,25,25,35
34,24,24,24,24,24,24,34
33,23,23,23,23,23,23,33
32,22,22,22,22,22,22,32
31,21,21,21,21,21,21,31
30,20,20,20,20,20,20,30
29,19,19,19,19,19,19,29
28,18,18,18,18,18,18,28
48,48,48,48,48,48,48,48
47,37,37,37,37,37,37,37
46,36,36,36,36,36,36,36
45,35,35,35,35,35,35,35
44,34,34,34,34,34,34,34
43,33,33,33,33,33,33,33
42,32,32,32,32,32,32,32
41,31,31,31,31,31,31,31
40,30,30,30,30,30,30,30
39,29,29,29,29,29,29,29
38,28,28,28,28,28,28,28
48,48,48,48,48,48,48,48
7,37,37,47,47,47,47,47
6,36,36,46,46,46,46,46
5,35,35,45,45,45,45,45
4,34,34,44,44,44,44,44
3,33,33,43,43,43,43,43
2,32,32,42,42,42,42,42
1,31,31,41,41,41,41,41
0,30,30,40,40,40,40,40
0,29,29,39,39,39,39,39
0,28,28,38,38,38,38,38
0,48,48,48,48,48,48,48
0,47,47,47,47,47,7,7
0,46,46,46,46,46,6,6
0,45,45,45,45,45,5,5
0,44,44,44,44,44,4,4
0,43,43,43,43,43,3,3
0,42,42,42,42,42,2,2
0,41,41,41,41,41,1,1
0,40,40,40,40,40,48,48
0,39,39,39,39,39,7,7
0,38,38,38,38,38,6,6
0,48,48,48,0,0,5,5
0,7,7,7,0,0,4,4
0,6,6,6,0,0,3,3
0,5,5,5,0,0,2,2
0,4,4,4,0,0,1,1
0,3,3,3,0,0,0,0
0,2,2,2,0,0,0,0
0,1,1,1,0,0,0,0
par
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
17,17,17,17,17,17,17,17
16,16,16,16,16,16,16,16
15,15,15,15,15,15,15,15
14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13
12,12,12,12,12,12,12,12
11,11,11,11,11,11,11,11
10,10,10,10,10,10,10,10
9,9,9,9,9,9,9,9
8,8,8,8,8,8,8,8
0,0,0,0,0,0,0,0
27,17,17,17,27,27,27,27
26,16,16,16,26,26,26,26
25,15,15,15,25,25,25,25
24,14,14,14,24,24,24,24
23,13,13,13,23,23,23,23
22,12,12,12,22,22,22,22
21,11,11,11,21,21,21,21
20,10,10,10,20,20,20,20
19,9,9,9,19,19,19,19
18,8,8,8,18,18,18,18
0,0,0,0,0,0,0,0
37,27,27,27,27,27,27,37
36,26,26,26,26,26,26,36
35,25,25,25,25,25,25,35
34,24,24,24,24,24,24,34
33,23,23,23,23,23,23,33
32,22,22,22,22,22,22,32
31,21,21,21,21,21,21,31
30,20,20,20,20,20,20,30
29,19,19,19,19,19,19,29
28,18,18,18,18,18,18,28
0,0,0,0,0,0,0,0
47,37,37,37,37,37,37,37
46,36,36,36,36,36,36,36
45,35,35,35,35,35,35,35
44,34,34,34,34,34,34,34
43,33,33,33,33,33,33,33
42,32,32,32,32,32,32,32
41,31,31,31,31,31,31,31
40,30,30,30,30,30,30,30
39,29,29,29,29,29,29,29
38,28,28,28,28,28,28,28
0,0,0,0,0,0,0,0
7,37,37,47,47,47,47,47
6,36,36,46,46,46,46,46
5,35,35,45,45,45,45,45
4,34,34,44,44,44,44,44
3,33,33,43,43,43,43,43
2,32,32,42,42,42,42,42
1,31,31,41,41,41,41,41
0,30,30,40,40,40,40,40
0,29,29,39,39,39,39,39
0,28,28,38,38,38,38,38
0,0,0,0,0,0,0,0
0,47,47,47,47,47,7,7
0,46,46,46,46,46,6,6
0,45,45,45,45,45,5,5
0,44,44,44,44,44,4,4
0,43,43,43,43,43,3,3
0,42,42,42,42,42,2,2
0,41,41,41,41,41,1,1
0,40,40,40,40,40,0,0
0,39,39,39,39,39,7,7
0,38,38,38,38,38,6,6
0,0,0,0,0,0,5,5
0,7,7,7,0,0,4,4
0,6,6,6,0,0,3,3
0,5,5,5,0,0,2,2
0,4,4,4,0,0,1,1
0,3,3,3,0,0,0,0
0,2,2,2,0,0,0,0
0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0
derv
ID,PE1,PE2,PE3,PE4,PE5,PE6,PE7
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,8,9,10,11,12,13,14
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,15,16,17,18,19,20,21
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,22,23,24,25,26,27,28
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
-1,29,30,31,32,33,34,35
